StitchID,StitchName,MultipleOf,StitchesPlus,SourceURL,Row #,Side,Begin Row,Repeat,Repeat From *
1321,Matched Ribs and Lace,Multiple of 12 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1321,1,R,p1*,"CO, p1, k1, p6",*
1321,Matched Ribs and Lace,Multiple of 12 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1321,2,W,*,knit the knit stitches; purl the purl stitches and purl the yo loops,*
1321,Matched Ribs and Lace,Multiple of 12 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1321,3,R,p1*,"CO, p1, LC, p5",*
1321,Matched Ribs and Lace,Multiple of 12 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1321,4,W,*,knit the knit stitches; purl the purl stitches and purl the yo loops,*
1321,Matched Ribs and Lace,Multiple of 12 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1321,5,R,p1*,"CO, p2, LC, p4",*
1321,Matched Ribs and Lace,Multiple of 12 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1321,6,W,*,knit the knit stitches; purl the purl stitches and purl the yo loops,*
1321,Matched Ribs and Lace,Multiple of 12 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1321,7,R,p1*,"CO, p1, k1, p1, LC, p3",*
1321,Matched Ribs and Lace,Multiple of 12 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1321,8,W,*,knit the knit stitches; purl the purl stitches and purl the yo loops,*
1321,Matched Ribs and Lace,Multiple of 12 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1321,9,R,p1*,"CO, p1, LC, p2, yo, p2-tog, p1",*
1321,Matched Ribs and Lace,Multiple of 12 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1321,10,W,*,knit the knit stitches; purl the purl stitches and purl the yo loops,*
