StitchID,StitchName,MultipleOf,StitchesPlus,SourceURL,Row #,Side,Color,Begin Row,Repeat,Repeat From *,End Row
424,Three-and-One Check,Multiple of 4 stitches,plus 3 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=424,1,R,A,*,knit,*,
424,Three-and-One Check,Multiple of 4 stitches,plus 3 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=424,2,W,A,*,knit,*,
424,Three-and-One Check,Multiple of 4 stitches,plus 3 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=424,3,R,B,k1*,"sl 1 wyib, k3",*,"sl 1 wyib, k1"
424,Three-and-One Check,Multiple of 4 stitches,plus 3 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=424,4,W,B,p1*,"sl 1 wyif, p3",*,"sl 1 wyif, p1"
424,Three-and-One Check,Multiple of 4 stitches,plus 3 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=424,5,R,A,k1*,"sl 1 wyib, k1",*,
424,Three-and-One Check,Multiple of 4 stitches,plus 3 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=424,6,W,A,p1*,"sl 1 wyif, p3",*,"sl 1 wyif, p1"
424,Three-and-One Check,Multiple of 4 stitches,plus 3 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=424,7,R,A,*,knit,*,
424,Three-and-One Check,Multiple of 4 stitches,plus 3 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=424,8,W,A,*,knit,*,
424,Three-and-One Check,Multiple of 4 stitches,plus 3 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=424,9,R,B,k3*,"sl 1 wyib, k3",*,
424,Three-and-One Check,Multiple of 4 stitches,plus 3 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=424,10,W,B,p3*,"sl 1 wyif, p3",*,
424,Three-and-One Check,Multiple of 4 stitches,plus 3 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=424,11,R,A,k1*,"sl 1 wyib, k1",*,
424,Three-and-One Check,Multiple of 4 stitches,plus 3 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=424,12,W,A,p3*,"sl 1 wyif, p3",*,
