StitchID,StitchName,MultipleOf,StitchesPlus,SourceURL,Row #,Side,Repeat
1040,Fluted Pleats,Multiple of 10 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1040,1,W,"P9, k1"
1040,Fluted Pleats,Multiple of 10 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1040,2,R,"p2, k8"
1040,Fluted Pleats,Multiple of 10 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1040,3,W,"P7, k3"
1040,Fluted Pleats,Multiple of 10 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1040,4,R,"p4, k6"
1040,Fluted Pleats,Multiple of 10 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1040,5,W,"p5, k5"
1040,Fluted Pleats,Multiple of 10 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1040,6,R,"p6, k4"
1040,Fluted Pleats,Multiple of 10 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1040,7,W,"p3, k7"
1040,Fluted Pleats,Multiple of 10 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1040,8,R,"p8, k2"
1040,Fluted Pleats,Multiple of 10 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1040,9,W,"p1, k9"
1040,Fluted Pleats,Multiple of 10 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1040,10,R,"p1, k9"
1040,Fluted Pleats,Multiple of 10 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1040,11,W,"p8, k2"
1040,Fluted Pleats,Multiple of 10 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1040,12,R,"p3, k7"
1040,Fluted Pleats,Multiple of 10 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1040,13,W,"p6, k4"
1040,Fluted Pleats,Multiple of 10 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1040,14,R,"p5, k5"
1040,Fluted Pleats,Multiple of 10 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1040,15,W,"p4, k6"
1040,Fluted Pleats,Multiple of 10 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1040,16,R,"P7, k3"
1040,Fluted Pleats,Multiple of 10 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1040,17,W,"p2, k8"
1040,Fluted Pleats,Multiple of 10 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1040,18,R,"P9, k1"
