StitchID,StitchName,MultipleOf,StitchesPlus,SourceURL,Row #,Side,Repeat
1216,Single Medallion Cable,Multiple of 24 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1216,1,R,"p8, k8, p8"
1216,Single Medallion Cable,Multiple of 24 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1216,2,W,Knit the knit stitches and purl the purl stitches
1216,Single Medallion Cable,Multiple of 24 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1216,3,R,"p8, k8, p8"
1216,Single Medallion Cable,Multiple of 24 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1216,4,W,Knit the knit stitches and purl the purl stitches
1216,Single Medallion Cable,Multiple of 24 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1216,5,R,"p8, k8, p8"
1216,Single Medallion Cable,Multiple of 24 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1216,6,W,Knit the knit stitches and purl the purl stitches
1216,Single Medallion Cable,Multiple of 24 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1216,7,R,"p8, CO, p8"
1216,Single Medallion Cable,Multiple of 24 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1216,8,W,Knit the knit stitches and purl the purl stitches
1216,Single Medallion Cable,Multiple of 24 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1216,9,R,"p8, k8, p8"
1216,Single Medallion Cable,Multiple of 24 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1216,10,W,Knit the knit stitches and purl the purl stitches
1216,Single Medallion Cable,Multiple of 24 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1216,11,R,"p8, k8, p8"
1216,Single Medallion Cable,Multiple of 24 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1216,12,W,Knit the knit stitches and purl the purl stitches
1216,Single Medallion Cable,Multiple of 24 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1216,13,R,"p8, k8, p8"
1216,Single Medallion Cable,Multiple of 24 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1216,14,W,Knit the knit stitches and purl the purl stitches
1216,Single Medallion Cable,Multiple of 24 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1216,15,R,"p4, RC, LC, p4"
1216,Single Medallion Cable,Multiple of 24 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1216,16,W,Knit the knit stitches and purl the purl stitches
1216,Single Medallion Cable,Multiple of 24 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1216,17,R,"p4, k4, p8, k4, p4"
1216,Single Medallion Cable,Multiple of 24 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1216,18,W,Knit the knit stitches and purl the purl stitches
1216,Single Medallion Cable,Multiple of 24 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1216,19,R,"p4, k4, p8, k4, p4"
1216,Single Medallion Cable,Multiple of 24 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1216,20,W,Knit the knit stitches and purl the purl stitches
1216,Single Medallion Cable,Multiple of 24 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1216,21,R,"p4, k4, p8, k4, p4"
1216,Single Medallion Cable,Multiple of 24 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1216,22,W,Knit the knit stitches and purl the purl stitches
1216,Single Medallion Cable,Multiple of 24 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1216,23,R,"p4, LC, RC, p4"
1216,Single Medallion Cable,Multiple of 24 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1216,24,W,Knit the knit stitches and purl the purl stitches
