StitchID,StitchName,MultipleOf,StitchesPlus,SourceURL,Row #,Side,Repeat
1107,Puckered,Multiple of 16 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1107,1,R,"k8, p8"
1107,Puckered,Multiple of 16 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1107,2,W,Knit the knit stitches and purl the purl stitches
1107,Puckered,Multiple of 16 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1107,3,R,"k8, p8"
1107,Puckered,Multiple of 16 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1107,4,W,Knit the knit stitches and purl the purl stitches
1107,Puckered,Multiple of 16 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1107,5,R,"k8, p8"
1107,Puckered,Multiple of 16 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1107,6,W,Knit the knit stitches and purl the purl stitches
1107,Puckered,Multiple of 16 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1107,7,R,"k8, p8"
1107,Puckered,Multiple of 16 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1107,8,W,Knit the knit stitches and purl the purl stitches
1107,Puckered,Multiple of 16 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1107,9,R,"CO, k8"
1107,Puckered,Multiple of 16 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1107,10,W,Knit the knit stitches and purl the purl stitches
1107,Puckered,Multiple of 16 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1107,11,R,"p8, k8"
1107,Puckered,Multiple of 16 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1107,12,W,Knit the knit stitches and purl the purl stitches
1107,Puckered,Multiple of 16 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1107,13,R,"p8, k8"
1107,Puckered,Multiple of 16 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1107,14,W,Knit the knit stitches and purl the purl stitches
1107,Puckered,Multiple of 16 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1107,15,R,"p8, k8"
1107,Puckered,Multiple of 16 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1107,16,W,Knit the knit stitches and purl the purl stitches
1107,Puckered,Multiple of 16 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1107,17,R,"k8, CO"
1107,Puckered,Multiple of 16 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1107,18,W,Knit the knit stitches and purl the purl stitches
