StitchID,StitchName,MultipleOf,StitchesPlus,SourceURL,Row #,Side,Begin Row,Repeat,Repeat From *
103,Garter Block,Multiple of 10 stitches,plus 5 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=103,1,R,*,knit,*
103,Garter Block,Multiple of 10 stitches,plus 5 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=103,2,W,k5*,"p5, k5",*
103,Garter Block,Multiple of 10 stitches,plus 5 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=103,3,R,*,knit,*
103,Garter Block,Multiple of 10 stitches,plus 5 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=103,4,W,k5*,"p5, k5",*
103,Garter Block,Multiple of 10 stitches,plus 5 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=103,5,R,*,knit,*
103,Garter Block,Multiple of 10 stitches,plus 5 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=103,6,W,k5*,"p5, k5",*
103,Garter Block,Multiple of 10 stitches,plus 5 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=103,7,R,*,knit,*
103,Garter Block,Multiple of 10 stitches,plus 5 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=103,8,W,p5*,"k5, p5",*
103,Garter Block,Multiple of 10 stitches,plus 5 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=103,9,R,*,knit,*
103,Garter Block,Multiple of 10 stitches,plus 5 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=103,10,W,p5*,"k5, p5",*
103,Garter Block,Multiple of 10 stitches,plus 5 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=103,11,R,*,knit,*
103,Garter Block,Multiple of 10 stitches,plus 5 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=103,12,W,p5*,"k5, p5",*
