StitchID,StitchName,MultipleOf,StitchesPlus,SourceURL,Row #,Side,Begin Row,Repeat,Repeat From *,End Row
109,Vandyke Check,Multiple of 8 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=109,1,R,*,knit,*,
109,Vandyke Check,Multiple of 8 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=109,2,W,*,"k4, p4",*,
109,Vandyke Check,Multiple of 8 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=109,3,R,p1*,"k4, p4",*,"k4,p3"
109,Vandyke Check,Multiple of 8 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=109,4,W,k2*,"p4, k4",*,"p4, k2"
109,Vandyke Check,Multiple of 8 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=109,5,R,p3*,"k4, p4",*,"k4,p1"
109,Vandyke Check,Multiple of 8 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=109,6,W,*,"p4, k4",*,
109,Vandyke Check,Multiple of 8 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=109,7,R,*,knit,*,
109,Vandyke Check,Multiple of 8 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=109,8,W,*,"k4, p4",*,
109,Vandyke Check,Multiple of 8 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=109,9,R,*,"k4, p4",*,
109,Vandyke Check,Multiple of 8 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=109,10,W,*,"k4, p4",*,
109,Vandyke Check,Multiple of 8 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=109,11,R,*,"k4, p4",*,
109,Vandyke Check,Multiple of 8 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=109,12,W,*,purl,*,
109,Vandyke Check,Multiple of 8 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=109,13,R,*,"p4, k4",*,
109,Vandyke Check,Multiple of 8 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=109,14,W,k1*,"p4, k4",*,"p4, k3"
109,Vandyke Check,Multiple of 8 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=109,15,R,p2*,"k4, p4",*,"k4, p2"
109,Vandyke Check,Multiple of 8 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=109,16,W,k3*,"p4, k4",*,"p4,k1"
109,Vandyke Check,Multiple of 8 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=109,17,R,*,"k4, p4",*,
109,Vandyke Check,Multiple of 8 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=109,18,W,*,purl,*,
109,Vandyke Check,Multiple of 8 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=109,19,R,*,"p4, k4",*,
109,Vandyke Check,Multiple of 8 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=109,20,W,*,"p4, k4",*,
109,Vandyke Check,Multiple of 8 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=109,21,R,*,"p4, k4",*,
109,Vandyke Check,Multiple of 8 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=109,22,W,*,"p4, k4",*,
