StitchID,StitchName,MultipleOf,StitchesPlus,SourceURL,Row #,Side,Begin Row,Repeat,Repeat From *,End Row
1268,Split Granite,Multiple of 2 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1268,1,R,p1*,"slip 1 wyib, p1",*,
1268,Split Granite,Multiple of 2 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1268,2,W,*,purl,*,
1268,Split Granite,Multiple of 2 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1268,3,R,p1*,"slip 1 wyib, p1",*,
1268,Split Granite,Multiple of 2 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1268,4,W,*,purl,*,
1268,Split Granite,Multiple of 2 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1268,5,R,p1*,"slip 1 wyib, p1",*,
1268,Split Granite,Multiple of 2 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1268,6,W,*,purl,*,
1268,Split Granite,Multiple of 2 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1268,7,R,p2*,"slip 1 wyib, p1",*,"slip 1 wyib, p2"
1268,Split Granite,Multiple of 2 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1268,8,W,*,purl,*,
1268,Split Granite,Multiple of 2 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1268,9,R,p2*,"slip 1 wyib, p1",*,"slip 1 wyib, p2"
1268,Split Granite,Multiple of 2 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1268,10,W,*,purl,*,
1268,Split Granite,Multiple of 2 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1268,11,R,p2*,"slip 1 wyib, p1",*,"slip 1 wyib, p2"
1268,Split Granite,Multiple of 2 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1268,12,W,*,purl,*,
