StitchID,StitchName,MultipleOf,StitchesPlus,SourceURL,Row #,Side,Begin Row,Repeat,Repeat From *,End Row
1276,Bundles,Multiple of 16 stitches,plus 14 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1276,1,R,p2*,"k2, p6, (k2, p2) twice",*,"k2, p2"
1276,Bundles,Multiple of 16 stitches,plus 14 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1276,2,W,*,Knit the knit stitches and purl the purl stitches,*,
1276,Bundles,Multiple of 16 stitches,plus 14 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1276,3,R,p2*,"k2, p6, (k2, p2) twice",*,"k2, p2"
1276,Bundles,Multiple of 16 stitches,plus 14 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1276,4,W,*,Knit the knit stitches and purl the purl stitches,*,
1276,Bundles,Multiple of 16 stitches,plus 14 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1276,5,R,p2*,"k2, p6, (k2, p2) twice",*,"k2, p2"
1276,Bundles,Multiple of 16 stitches,plus 14 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1276,6,W,*,Knit the knit stitches and purl the purl stitches,*,
1276,Bundles,Multiple of 16 stitches,plus 14 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1276,7,R,p2*,"Wrap 10, p6",*,p2
1276,Bundles,Multiple of 16 stitches,plus 14 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1276,8,W,*,Knit the knit stitches and purl the purl stitches,*,
1276,Bundles,Multiple of 16 stitches,plus 14 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1276,9,R,p2*,"k2, (p2, k2) twice, p6",*,"(k2, p2) 3 times"
1276,Bundles,Multiple of 16 stitches,plus 14 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1276,10,W,*,Knit the knit stitches and purl the purl stitches,*,
1276,Bundles,Multiple of 16 stitches,plus 14 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1276,11,R,p2*,"k2, (p2, k2) twice, p6",*,"(k2, p2) 3 times"
1276,Bundles,Multiple of 16 stitches,plus 14 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1276,12,W,*,Knit the knit stitches and purl the purl stitches,*,
1276,Bundles,Multiple of 16 stitches,plus 14 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1276,13,R,p2*,"k2, (p2, k2) twice, p6",*,"(k2, p2) 3 times"
1276,Bundles,Multiple of 16 stitches,plus 14 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1276,14,W,*,Knit the knit stitches and purl the purl stitches,*,
1276,Bundles,Multiple of 16 stitches,plus 14 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1276,15,R,"p2, k2*",p6; Wrap 10,*,"p6, k2, p2"
1276,Bundles,Multiple of 16 stitches,plus 14 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1276,16,W,*,Knit the knit stitches and purl the purl stitches,*,
