StitchID,StitchName,MultipleOf,StitchesPlus,SourceURL,Row #,Side,Color,Begin Row,Repeat,Repeat From *
1570,Florentine Frieze,Multiple of 4 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1570,1,W,A,*,purl,*
1570,Florentine Frieze,Multiple of 4 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1570,2,R,B,k1*,"sl 1 wyib, sl 1 wyif, sl 1 wyib, k1",*
1570,Florentine Frieze,Multiple of 4 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1570,3,W,B,p1*,"sl 3 wyib, yo, p1",*
1570,Florentine Frieze,Multiple of 4 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1570,4,R,A,*,"knit, dropping all yarn overs off needle to make long loose Color B strands across the front of work",*
1570,Florentine Frieze,Multiple of 4 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1570,5,W,A,*,purl,*
1570,Florentine Frieze,Multiple of 4 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1570,6,R,B,k1*,"sl 1 wyib, insert needle from front under the loose Color B strand and knit the next stitch, bringing the needle out under the strand to catch strand behind stitch; sl 1 wyib, k1",*
1570,Florentine Frieze,Multiple of 4 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1570,7,W,B,k1*,"sl 1 wyif, p1, sl 1 wyif, k1",*
1570,Florentine Frieze,Multiple of 4 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1570,8,R,A,*,knit,*
1570,Florentine Frieze,Multiple of 4 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1570,9,W,A,*,purl,*
1570,Florentine Frieze,Multiple of 4 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1570,10,R,B,k1*,"sl 1 wyif, k1",*
1570,Florentine Frieze,Multiple of 4 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1570,11,W,B,*,purl,*
1570,Florentine Frieze,Multiple of 4 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1570,12,R,A,k1*,"sl 1 wyib, sl 1 wyif, sl 1 wyib, k1",*
1570,Florentine Frieze,Multiple of 4 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1570,13,W,A,p1*,"sl 3 wyib, yo, p1",*
1570,Florentine Frieze,Multiple of 4 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1570,14,R,B,*,"knit, dropping all yarn overs off needle to make long loose Color A strands across the front of work",*
1570,Florentine Frieze,Multiple of 4 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1570,15,W,B,*,purl,*
1570,Florentine Frieze,Multiple of 4 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1570,16,R,A,k1*,"sl 1 wyib, insert needle from front under the loose Color A strand and knit the next stitch, bringing the needle out under the strand to catch strand behind stitch; sl 1 wyib, k1",*
1570,Florentine Frieze,Multiple of 4 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1570,17,W,A,k1*,"sl 1 wyif, p1, sl 1 wyif, k1",*
1570,Florentine Frieze,Multiple of 4 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1570,18,R,B,*,knit,*
1570,Florentine Frieze,Multiple of 4 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1570,19,W,B,*,purl,*
1570,Florentine Frieze,Multiple of 4 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1570,20,R,A,k1*,"sl 1 wyif, k1",*
