StitchID,StitchName,MultipleOf,StitchesPlus,SourceURL,Row #,Side,Color,Begin Row,Repeat,Repeat From *,End Row
436,Nordic Stripe,Multiple of 4 stitches,plus 3 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=436,1,R,A,*,knit,*,
436,Nordic Stripe,Multiple of 4 stitches,plus 3 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=436,2,W,A,*,purl,*,
436,Nordic Stripe,Multiple of 4 stitches,plus 3 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=436,3,R,B,k1*,"sl 1 wyib, k3",*,"sl 1 wyib, k1"
436,Nordic Stripe,Multiple of 4 stitches,plus 3 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=436,4,W,B,k1*,"sl 1 wyif, k3",*,"sl 1 wyif, k1"
436,Nordic Stripe,Multiple of 4 stitches,plus 3 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=436,5,R,A,k3*,"sl 1 wyib, k3",*,
436,Nordic Stripe,Multiple of 4 stitches,plus 3 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=436,6,W,A,p3*,"sl 1 wyif, p3",*,
436,Nordic Stripe,Multiple of 4 stitches,plus 3 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=436,7,R,B,*,knit,*,
436,Nordic Stripe,Multiple of 4 stitches,plus 3 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=436,8,W,B,*,purl,*,
436,Nordic Stripe,Multiple of 4 stitches,plus 3 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=436,9,R,B,*,knit,*,
436,Nordic Stripe,Multiple of 4 stitches,plus 3 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=436,10,W,B,*,purl,*,
436,Nordic Stripe,Multiple of 4 stitches,plus 3 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=436,11,R,A,k1*,"sl 1 wyib, k3",*,"sl 1 wyib, k1"
436,Nordic Stripe,Multiple of 4 stitches,plus 3 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=436,12,W,A,k1*,"sl 1 wyif, k3",*,"sl 1 wyif, k1"
436,Nordic Stripe,Multiple of 4 stitches,plus 3 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=436,13,R,B,k3*,"sl 1 wyib, k3",*,
436,Nordic Stripe,Multiple of 4 stitches,plus 3 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=436,14,W,B,p3*,"sl 1 wyif, p3",*,
436,Nordic Stripe,Multiple of 4 stitches,plus 3 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=436,15,R,A,*,knit,*,
436,Nordic Stripe,Multiple of 4 stitches,plus 3 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=436,16,W,A,*,purl,*,
