StitchID,StitchName,MultipleOf,StitchesPlus,SourceURL,Row #,Side,Begin Row,Repeat,Repeat From *
1234,Elongated Cable,Multiple of 15 stitches,plus 3 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1234,1,R,p3*,"k4, p1, k2, p1, k4, p3",*
1234,Elongated Cable,Multiple of 15 stitches,plus 3 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1234,2,W,*,Knit the knit stitches and purl the purl stitches,*
1234,Elongated Cable,Multiple of 15 stitches,plus 3 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1234,3,R,p3*,"k4, p1, k2, p1, k4, p3",*
1234,Elongated Cable,Multiple of 15 stitches,plus 3 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1234,4,W,*,Knit the knit stitches and purl the purl stitches,*
1234,Elongated Cable,Multiple of 15 stitches,plus 3 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1234,5,R,p3*,"k4, p1, RCO, p1, k4, p3",*
1234,Elongated Cable,Multiple of 15 stitches,plus 3 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1234,6,W,*,Knit the knit stitches and purl the purl stitches,*
1234,Elongated Cable,Multiple of 15 stitches,plus 3 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1234,7,R,p3*,"k4, p1, RCO, p1, k4, p3",*
1234,Elongated Cable,Multiple of 15 stitches,plus 3 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1234,8,W,*,Knit the knit stitches and purl the purl stitches,*
1234,Elongated Cable,Multiple of 15 stitches,plus 3 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1234,9,R,p3*,"k4, p1, RCO, p1, k4, p3",*
1234,Elongated Cable,Multiple of 15 stitches,plus 3 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1234,10,W,*,Knit the knit stitches and purl the purl stitches,*
1234,Elongated Cable,Multiple of 15 stitches,plus 3 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1234,11,R,p3*,"k4, p1, k2, p1, k4, p3",*
1234,Elongated Cable,Multiple of 15 stitches,plus 3 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1234,12,W,*,Knit the knit stitches and purl the purl stitches,*
1234,Elongated Cable,Multiple of 15 stitches,plus 3 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1234,13,R,p3*,"k4, p1, k2, p1, k4, p3",*
1234,Elongated Cable,Multiple of 15 stitches,plus 3 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1234,14,W,*,Knit the knit stitches and purl the purl stitches,*
1234,Elongated Cable,Multiple of 15 stitches,plus 3 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1234,15,R,p3*,"LCO, p1, k2, p1, LCO, p3",*
1234,Elongated Cable,Multiple of 15 stitches,plus 3 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1234,16,W,*,Knit the knit stitches and purl the purl stitches,*
