StitchID,StitchName,MultipleOf,StitchesPlus,SourceURL,Row #,Side,Repeat
1172,Pagoda,Multiple of 18 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1172,1,R,"p6, k6, p6"
1172,Pagoda,Multiple of 18 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1172,2,W,Knit the knit stitches and purl the purl stitches
1172,Pagoda,Multiple of 18 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1172,3,R,"p3, k3, LCO, k3, p3"
1172,Pagoda,Multiple of 18 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1172,4,W,Knit the knit stitches and purl the purl stitches
1172,Pagoda,Multiple of 18 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1172,5,R,"p3, k12, p3"
1172,Pagoda,Multiple of 18 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1172,6,W,Knit the knit stitches and purl the purl stitches
1172,Pagoda,Multiple of 18 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1172,7,R,"p3. k12, p3"
1172,Pagoda,Multiple of 18 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1172,8,W,Knit the knit stitches and purl the purl stitches
1172,Pagoda,Multiple of 18 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1172,9,R,"k3, RC, LC, k3"
1172,Pagoda,Multiple of 18 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1172,10,W,Knit the knit stitches and purl the purl stitches
1172,Pagoda,Multiple of 18 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1172,11,R,"k6, p6, k6"
1172,Pagoda,Multiple of 18 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1172,12,W,Knit the knit stitches and purl the purl stitches
1172,Pagoda,Multiple of 18 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1172,13,R,"k6, p6, k6"
1172,Pagoda,Multiple of 18 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1172,14,W,Knit the knit stitches and purl the purl stitches
1172,Pagoda,Multiple of 18 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1172,15,R,"RC, p6, LC"
1172,Pagoda,Multiple of 18 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1172,16,W,Knit the knit stitches and purl the purl stitches
1172,Pagoda,Multiple of 18 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1172,17,R,"k3, p3, k6, p3, k3"
1172,Pagoda,Multiple of 18 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1172,18,W,Knit the knit stitches and purl the purl stitches
1172,Pagoda,Multiple of 18 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1172,19,R,"k3, p3, k6, p3, k3"
1172,Pagoda,Multiple of 18 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1172,20,W,Knit the knit stitches and purl the purl stitches
1172,Pagoda,Multiple of 18 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1172,21,R,"LCO, p6, RCO"
1172,Pagoda,Multiple of 18 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1172,22,W,Knit the knit stitches and purl the purl stitches
1172,Pagoda,Multiple of 18 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1172,23,R,"k6, p6, k6"
1172,Pagoda,Multiple of 18 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1172,24,W,Knit the knit stitches and purl the purl stitches
1172,Pagoda,Multiple of 18 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1172,25,R,"k6, p6, k6"
1172,Pagoda,Multiple of 18 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1172,26,W,Knit the knit stitches and purl the purl stitches
1172,Pagoda,Multiple of 18 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1172,27,R,"p3, LCO, RCO, p3"
1172,Pagoda,Multiple of 18 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1172,28,W,Knit the knit stitches and purl the purl stitches
1172,Pagoda,Multiple of 18 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1172,29,R,"p3. k12, p3"
1172,Pagoda,Multiple of 18 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1172,30,W,Knit the knit stitches and purl the purl stitches
