StitchID,StitchName,MultipleOf,StitchesPlus,SourceURL,Row #,Side,Color,Begin Row,Repeat,Repeat From *,End Row
497,Tile 2,Multiple of 12 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=497,1,R,B,k3*,"sl 2 wyib, k1, sl 1 wyib, k1, sl 2 wyib, k5",*,"sl 2 wyib, k1, sl 1 wyib, k1, sl 2 wyib, k3"
497,Tile 2,Multiple of 12 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=497,2,W,B,p3*,"sl 2 wyif, k1, sl 1 wyif, k1, sl 2 wyif, p5",*,"sl 2 wyif, k1, sl 1 wyif, k1, sl 2 wyif, p3"
497,Tile 2,Multiple of 12 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=497,3,R,A,k1*,"sl 2 wyib, k7, sl 2 wyib, k1",*,
497,Tile 2,Multiple of 12 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=497,4,W,A,k1*,"sl 2 wyif, p7, sl 2 wyif, k1",*,
497,Tile 2,Multiple of 12 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=497,5,R,B,k3*,"sl 2 wyib, k1, sl 1 wyib, k1, sl 2 wyib, k5",*,"sl 2 wyib, k1, sl 1 wyib, k1, sl 2 wyib, k3"
497,Tile 2,Multiple of 12 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=497,6,W,B,p2*,"p1 wrapping yarn twice, sl 2 wyif, k1, sl 1 wyif, k1, sl 2 wyif, p1 wrapping yarn twice, p3",*,"p1 wrapping yarn twice, sl 2 wyif, k1, sl 1 wyif, k1, sl 2 wyif, p1 wrapping yarn twice, p2"
497,Tile 2,Multiple of 12 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=497,7,R,A,k2*,"sl 1 wyib dropping extra wrap, k7, sl 1 wyib dropping extra wrap, k3",*,"sl 1 wyib dropping extra wrap, k7, sl 1 wyib dropping extra wrap, k2"
497,Tile 2,Multiple of 12 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=497,8,W,A,p2*,"sl 1 wyif, p7, sl 1 wyif, p3",*,"sl 1 wyif, p7, sl 1 wyif, p2"
497,Tile 2,Multiple of 12 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=497,9,R,B,k2*,"LC, k3, RC, k1, sl 1 wyib, k1",*,"LC, k3, RC, k2"
497,Tile 2,Multiple of 12 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=497,10,W,B,k2*,"sl 2 wyif, p5, sl 2 wyif, k1, sl 1 wyif, k1",*,"sl 2 wyif, p5, sl 2 wyif, k2"
497,Tile 2,Multiple of 12 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=497,11,R,A,k4*,"sl 2 wyib, k1, sl 2 wyib, k7",*,"sl 2 wyib, k1, sl 2 wyib, k4"
497,Tile 2,Multiple of 12 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=497,12,W,A,p4*,"sl 2 wyif, k1, sl 2 wyif, p7",*,"sl 2 wyif, k1, sl 2 wyif, p4"
497,Tile 2,Multiple of 12 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=497,13,R,B,k2*,"sl 2 wyib, k5, sl 2 wyib, k1, sl 1 wyib, k1",*,"sl 2 wyib, k5, sl 2 wyib, k2"
497,Tile 2,Multiple of 12 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=497,14,W,B,k2*,"sl 2 wyif, p1 wrapping yarn twice around needle, p3, p1 wrapping yarn twice around needle, sl 2 wyif, k1, sl 1 wyif, k1",*,"sl 2 wyif, p1 wrapping yarn twice around needle, p3, p1 wrapping yarn twice around needle, sl 2 wyif, k2"
497,Tile 2,Multiple of 12 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=497,15,R,A,k4*,"sl 1 wyib dropping extra wrap, k3, sl 1 wyib dropping extra wrap, k7",*,"sl 1 wyib dropping extra wrap, k3, sl 1 wyib dropping extra wrap, k4"
497,Tile 2,Multiple of 12 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=497,16,W,A,p4*,"sl 1 wyif, p3, sl 1 wyif, p7",*,"sl 1 wyif, p3, sl 1 wyif, p4"
497,Tile 2,Multiple of 12 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=497,17,R,B,k2*,"RC, k1, sl 1 wyib, k1, LC, k3",*,"RC, k1, sl 1 wyib, k1, LC, k2"
