StitchID,StitchName,MultipleOf,StitchesPlus,SourceURL,Row #,Side,Begin Row,Repeat,Repeat From *
1217,Parquet 2,Multiple of 16 stitches,plus 4 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1217,1,R,"p1, CO, p1*","LC, k4, RC, p1, CO, p1",*
1217,Parquet 2,Multiple of 16 stitches,plus 4 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1217,2,W,*,Knit the knit stitches and purl the purl stitches,*
1217,Parquet 2,Multiple of 16 stitches,plus 4 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1217,3,R,"p1, CO, p1*","k2, LC, k6, p1, CO, p1",*
1217,Parquet 2,Multiple of 16 stitches,plus 4 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1217,4,W,*,Knit the knit stitches and purl the purl stitches,*
1217,Parquet 2,Multiple of 16 stitches,plus 4 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1217,5,R,"p1, CO, p1*","k4, LC, RC, p1, CO, p1",*
1217,Parquet 2,Multiple of 16 stitches,plus 4 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1217,6,W,*,Knit the knit stitches and purl the purl stitches,*
1217,Parquet 2,Multiple of 16 stitches,plus 4 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1217,7,R,"p1, CO, p1 *","k6, LC, k2, p1, CO, p1",*
1217,Parquet 2,Multiple of 16 stitches,plus 4 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1217,8,W,*,Knit the knit stitches and purl the purl stitches,*
1217,Parquet 2,Multiple of 16 stitches,plus 4 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1217,9,R,"p1, CO, p1 *","k8, RC, p1, CO, p1",*
1217,Parquet 2,Multiple of 16 stitches,plus 4 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1217,10,W,*,Knit the knit stitches and purl the purl stitches,*
1217,Parquet 2,Multiple of 16 stitches,plus 4 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1217,11,R,"p1, CO, p1 *","k12, p1, CO, p1",*
1217,Parquet 2,Multiple of 16 stitches,plus 4 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1217,12,W,*,Knit the knit stitches and purl the purl stitches,*
