StitchID,StitchName,MultipleOf,StitchesPlus,SourceURL,Row #,Side,Repeat
193,Diamond Seed 1,Multiple of 6 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=193,1,R,"k1, p1, k4"
193,Diamond Seed 1,Multiple of 6 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=193,2,W,Knit the knit stitches and purl the purl stitches
193,Diamond Seed 1,Multiple of 6 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=193,3,R,"p1, k1, p1, k3"
193,Diamond Seed 1,Multiple of 6 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=193,4,W,Knit the knit stitches and purl the purl stitches
193,Diamond Seed 1,Multiple of 6 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=193,5,R,"k1, p1, k4"
193,Diamond Seed 1,Multiple of 6 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=193,6,W,Knit the knit stitches and purl the purl stitches
193,Diamond Seed 1,Multiple of 6 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=193,7,R,"k4, p1, k1"
193,Diamond Seed 1,Multiple of 6 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=193,8,W,Knit the knit stitches and purl the purl stitches
193,Diamond Seed 1,Multiple of 6 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=193,9,R,"k3, p1, k1, p1"
193,Diamond Seed 1,Multiple of 6 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=193,10,W,Knit the knit stitches and purl the purl stitches
193,Diamond Seed 1,Multiple of 6 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=193,11,R,"k4, p1, k1"
193,Diamond Seed 1,Multiple of 6 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=193,12,W,Knit the knit stitches and purl the purl stitches
