StitchID,StitchName,MultipleOf,StitchesPlus,SourceURL,Row #,Side,Begin Row,Repeat,Repeat From *,End Row
138,"Halved Diamond, Garter Version",Multiple of 12 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=138,1,W,p6*,"k1, p11",*,"k1,p6"
138,"Halved Diamond, Garter Version",Multiple of 12 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=138,2,R,*,knit,*,
138,"Halved Diamond, Garter Version",Multiple of 12 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=138,3,W,p5*,"k3, p9",*,"k3,p5"
138,"Halved Diamond, Garter Version",Multiple of 12 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=138,4,R,*,knit,*,
138,"Halved Diamond, Garter Version",Multiple of 12 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=138,5,W,p4*,"k5, p7",*,"k5,p4"
138,"Halved Diamond, Garter Version",Multiple of 12 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=138,6,R,*,knit,*,
138,"Halved Diamond, Garter Version",Multiple of 12 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=138,7,W,p3*,"k7, p5",*,"k7, p3"
138,"Halved Diamond, Garter Version",Multiple of 12 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=138,8,R,*,knit,*,
138,"Halved Diamond, Garter Version",Multiple of 12 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=138,9,W,p2*,"k9, p3",*,"k9,p2"
138,"Halved Diamond, Garter Version",Multiple of 12 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=138,10,R,*,knit,*,
138,"Halved Diamond, Garter Version",Multiple of 12 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=138,11,W,p1*,"k11, p1",*,
138,"Halved Diamond, Garter Version",Multiple of 12 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=138,12,R,*,knit,*,
138,"Halved Diamond, Garter Version",Multiple of 12 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=138,13,W,k1*,"p11, k1",*,
138,"Halved Diamond, Garter Version",Multiple of 12 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=138,14,R,*,knit,*,
138,"Halved Diamond, Garter Version",Multiple of 12 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=138,15,W,k2*,"p9, k3",*,"p9,k2"
138,"Halved Diamond, Garter Version",Multiple of 12 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=138,16,R,*,knit,*,
138,"Halved Diamond, Garter Version",Multiple of 12 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=138,17,W,k3*,"p7, k5",*,"p7,k3"
138,"Halved Diamond, Garter Version",Multiple of 12 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=138,18,R,*,knit,*,
138,"Halved Diamond, Garter Version",Multiple of 12 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=138,19,W,k4*,"p5, k7",*,"p5,k4"
138,"Halved Diamond, Garter Version",Multiple of 12 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=138,20,R,*,knit,*,
138,"Halved Diamond, Garter Version",Multiple of 12 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=138,21,W,k5*,"p3, k9",*,"p3,k5"
138,"Halved Diamond, Garter Version",Multiple of 12 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=138,22,R,*,knit,*,
138,"Halved Diamond, Garter Version",Multiple of 12 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=138,23,W,k6*,"p1, k11",*,"p1,k6"
138,"Halved Diamond, Garter Version",Multiple of 12 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=138,24,R,*,knit,*,
