StitchID,StitchName,MultipleOf,StitchesPlus,SourceURL,Row #,Side,Repeat
453,Chevron 2,Multiple of 18 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=453,1,R,"k8, p2, k8"
453,Chevron 2,Multiple of 18 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=453,2,W,"p7, k4, p7"
453,Chevron 2,Multiple of 18 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=453,3,R,"p1, k5, p2, k2, p2, k5, p1"
453,Chevron 2,Multiple of 18 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=453,4,W,"k2, p3, k2, p4, k2, p3, k2"
453,Chevron 2,Multiple of 18 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=453,5,R,"p1, k3, p2, k6, p2, k3, p1"
453,Chevron 2,Multiple of 18 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=453,6,W,"p3, k2, p3, k2, p3, k2, p3"
453,Chevron 2,Multiple of 18 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=453,7,R,"k2, p2, k3, p4, k3, p2, k2"
453,Chevron 2,Multiple of 18 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=453,8,W,"p1, k2, p2, k2, p1, k2, p1, k2, p2, k2, p1"
453,Chevron 2,Multiple of 18 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=453,9,R,"p2, k14, p2"
453,Chevron 2,Multiple of 18 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=453,10,W,"k1, p16, k1"
