StitchID,StitchName,MultipleOf,StitchesPlus,SourceURL,Row #,Side,Repeat
463,Ridge Tile,Multiple of 18 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=463,1,R,"p9, k1, p8"
463,Ridge Tile,Multiple of 18 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=463,2,W,"k8, p1, k9"
463,Ridge Tile,Multiple of 18 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=463,3,R,"p8, k3, p7"
463,Ridge Tile,Multiple of 18 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=463,4,W,"k7, p3, k8"
463,Ridge Tile,Multiple of 18 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=463,5,R,"p7, k3, p1, k1, p6"
463,Ridge Tile,Multiple of 18 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=463,6,W,"k6, p1, k1, p3, k7"
463,Ridge Tile,Multiple of 18 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=463,7,R,"p6, k5, p1, k1, p5"
463,Ridge Tile,Multiple of 18 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=463,8,W,"k5, p1, k1, p5, k6"
463,Ridge Tile,Multiple of 18 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=463,9,R,"p5, k5, p1, k1, p1, k1, p4"
463,Ridge Tile,Multiple of 18 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=463,10,W,"k4, p1, k1, p1, k1, p5, k5"
463,Ridge Tile,Multiple of 18 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=463,11,R,"p4, k7, p1, k1, p1, k1, p3"
463,Ridge Tile,Multiple of 18 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=463,12,W,"k3, p1, k1, p1, k1, p7, k4"
463,Ridge Tile,Multiple of 18 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=463,13,R,"p3, k7, p1, k1, p1, k1, p1, k1, p2"
463,Ridge Tile,Multiple of 18 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=463,14,W,"k2, p1, k1, p1, k1, p1, k1, p7, k3"
