StitchID,StitchName,MultipleOf,StitchesPlus,SourceURL,Row #,Side,Repeat,End Row
570,570 Circles,Multiple of 14 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=570,1,R,"p3, k9, p2",p1
570,570 Circles,Multiple of 14 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=570,2,W,"k2, p3, k5, p3, k1",k1
570,570 Circles,Multiple of 14 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=570,3,R,"p1, k3, p7, k3",p1
570,570 Circles,Multiple of 14 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=570,4,W,"p3, k9, p2",p1
570,570 Circles,Multiple of 14 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=570,5,R,"k2, p11, k1",k1
570,570 Circles,Multiple of 14 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=570,6,W,"p1, k4, p5, k4",p1
570,570 Circles,Multiple of 14 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=570,7,R,"k1, p4, k5, p4",k1
570,570 Circles,Multiple of 14 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=570,8,W,"p1, k4, p5, k4",p1
570,570 Circles,Multiple of 14 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=570,9,R,"k1, p4, k5, p4",k1
570,570 Circles,Multiple of 14 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=570,10,W,"p1, k4, p5, k4",p1
570,570 Circles,Multiple of 14 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=570,11,R,"k2, p11, k1",k1
570,570 Circles,Multiple of 14 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=570,12,W,"p3, k9, p2",p1
570,570 Circles,Multiple of 14 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=570,13,R,"p1, k3, p7, k3",p1
570,570 Circles,Multiple of 14 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=570,14,W,"k2, p3, k5, p3, k1",p1
