StitchID,StitchName,MultipleOf,StitchesPlus,SourceURL,Row #,Side,Repeat
884,"Six-Stitch 6,12-Row Eccentric Cable with Right Twist",Multiple of 10 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=884,1,W,"K2, p6, k2"
884,"Six-Stitch 6,12-Row Eccentric Cable with Right Twist",Multiple of 10 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=884,2,R,"P2, k6, p2"
884,"Six-Stitch 6,12-Row Eccentric Cable with Right Twist",Multiple of 10 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=884,3,W,"K2, p6, k2"
884,"Six-Stitch 6,12-Row Eccentric Cable with Right Twist",Multiple of 10 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=884,4,R,"P2, slip next 3 stitches to dpn and hold in back; k3, then k3 from dpn, p2"
884,"Six-Stitch 6,12-Row Eccentric Cable with Right Twist",Multiple of 10 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=884,5,W,"K2, p6, k2"
884,"Six-Stitch 6,12-Row Eccentric Cable with Right Twist",Multiple of 10 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=884,6,R,"P2, k6, p2"
884,"Six-Stitch 6,12-Row Eccentric Cable with Right Twist",Multiple of 10 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=884,7,W,"K2, p6, k2"
884,"Six-Stitch 6,12-Row Eccentric Cable with Right Twist",Multiple of 10 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=884,8,R,"P2, k6, p2"
884,"Six-Stitch 6,12-Row Eccentric Cable with Right Twist",Multiple of 10 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=884,9,W,"K2, p6, k2"
884,"Six-Stitch 6,12-Row Eccentric Cable with Right Twist",Multiple of 10 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=884,10,R,"P2, slip next 3 stitches to dpn and hold in back; k3, then k3 from dpn, p2"
884,"Six-Stitch 6,12-Row Eccentric Cable with Right Twist",Multiple of 10 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=884,11,W,"K2, p6, k2"
884,"Six-Stitch 6,12-Row Eccentric Cable with Right Twist",Multiple of 10 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=884,12,R,"P2, k6, p2"
884,"Six-Stitch 6,12-Row Eccentric Cable with Right Twist",Multiple of 10 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=884,13,W,"K2, p6, k2"
884,"Six-Stitch 6,12-Row Eccentric Cable with Right Twist",Multiple of 10 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=884,14,R,"P2, k6, p2"
884,"Six-Stitch 6,12-Row Eccentric Cable with Right Twist",Multiple of 10 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=884,15,W,"K2, p6, k2"
884,"Six-Stitch 6,12-Row Eccentric Cable with Right Twist",Multiple of 10 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=884,16,R,"P2, k6, p2"
884,"Six-Stitch 6,12-Row Eccentric Cable with Right Twist",Multiple of 10 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=884,17,W,"K2, p6, k2"
884,"Six-Stitch 6,12-Row Eccentric Cable with Right Twist",Multiple of 10 stitches,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=884,18,R,"P2, k6, p2"
