StitchID,StitchName,MultipleOf,StitchesPlus,SourceURL,Row #,Side,Color,Begin Row,Repeat,Repeat From *,End Row
69,Carrousel Check,Multiple of 8 stitches,plus 5 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=69,1,R,A,k5*,"sl 1 wyib, sl 1 wyif, sl 1 wyib, k5",*,
69,Carrousel Check,Multiple of 8 stitches,plus 5 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=69,2,W,A,"k1, p3, k1*","sl 1 wyif, sl 1 wyib, sl 1 wyif, k1, p3, k1",*,
69,Carrousel Check,Multiple of 8 stitches,plus 5 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=69,3,R,B,k1*,"sl 1 wyib, sl 1 wyif, sl 1 wyib, k5",*,"sl 1 wyib, sl 1 wyif, sl 1 wyib, k1"
69,Carrousel Check,Multiple of 8 stitches,plus 5 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=69,4,W,B,k1*,"sl 1 wyif, sl 1 wyib, sl 1 wyif, k1, p3, k1",*,"sl 1 wyif, sl 1 wyib, sl 1 wyif, k1"
69,Carrousel Check,Multiple of 8 stitches,plus 5 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=69,5,R,C,k5*,"sl 1 wyib, sl 1 wyif, sl 1 wyib, k5",*,
69,Carrousel Check,Multiple of 8 stitches,plus 5 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=69,6,W,C,"k1, p3, k1*","sl 1 wyif, sl 1 wyib, sl 1 wyif, k1, p3, k1",*,
69,Carrousel Check,Multiple of 8 stitches,plus 5 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=69,7,R,A,k1*,"sl 1 wyib, sl 1 wyif, sl 1 wyib, k5",*,"sl 1 wyib, sl 1 wyif, sl 1 wyib, k1"
69,Carrousel Check,Multiple of 8 stitches,plus 5 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=69,8,W,A,k1*,"sl 1 wyif, sl 1 wyib, sl 1 wyif, k1, p3, k1",*,"sl 1 wyif, sl 1 wyib, sl 1 wyif, k1"
69,Carrousel Check,Multiple of 8 stitches,plus 5 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=69,9,R,B,k5*,"sl 1 wyib, sl 1 wyif, sl 1 wyib, k5",*,
69,Carrousel Check,Multiple of 8 stitches,plus 5 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=69,10,W,B,"k1, p3, k1*","sl 1 wyif, sl 1 wyib, sl 1 wyif, k1, p3, k1",*,
69,Carrousel Check,Multiple of 8 stitches,plus 5 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=69,11,R,C,k1*,"sl 1 wyib, sl 1 wyif, sl 1 wyib, k5",*,"sl 1 wyib, sl 1 wyif, sl 1 wyib, k1"
69,Carrousel Check,Multiple of 8 stitches,plus 5 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=69,12,W,C,k1*,"sl 1 wyif, sl 1 wyib, sl 1 wyif, k1, p3, k1",*,"sl 1 wyif, sl 1 wyib, sl 1 wyif, k1"
