StitchID,StitchName,MultipleOf,StitchesPlus,SourceURL,Row #,Side,Repeat,End Row
221,9 221 Russian,Multiple of 20 stitches,plus 2 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=221,1,W,"k2, p8, k2, p8",k2
221,9 221 Russian,Multiple of 20 stitches,plus 2 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=221,2,R,"p2, 8FC, p2, (yo, k2-tog) 4 times",p2
221,9 221 Russian,Multiple of 20 stitches,plus 2 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=221,3,W,"k2, p8, k2, p8",k2
221,9 221 Russian,Multiple of 20 stitches,plus 2 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=221,4,R,"p2, k8, p2, (k2-tog, yo) 4 times",p2
221,9 221 Russian,Multiple of 20 stitches,plus 2 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=221,5,W,"k2, p8, k2, p8",k2
221,9 221 Russian,Multiple of 20 stitches,plus 2 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=221,6,R,"p2, k8, p2, (yo, k2-tog) 4 times",p2
221,9 221 Russian,Multiple of 20 stitches,plus 2 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=221,7,W,"k2, p8, k2, p8",k2
221,9 221 Russian,Multiple of 20 stitches,plus 2 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=221,8,R,"p2, k8, p2, (k2-tog, yo) 4 times",p2
221,9 221 Russian,Multiple of 20 stitches,plus 2 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=221,9,W,"k2, p8, k2, p8",k2
221,9 221 Russian,Multiple of 20 stitches,plus 2 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=221,10,R,"p2, k8, p2, (k2-tog, yo) 4 times",p2
221,9 221 Russian,Multiple of 20 stitches,plus 2 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=221,11,W,"k2, p8, k2, p8",k2
221,9 221 Russian,Multiple of 20 stitches,plus 2 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=221,12,R,"p2, 8FC, p2, (yo, k2-tog) 4 times",p2
221,9 221 Russian,Multiple of 20 stitches,plus 2 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=221,13,W,"k2, p8, k2, p8",k2
221,9 221 Russian,Multiple of 20 stitches,plus 2 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=221,14,R,"p2, k8, p2, k8",p2
221,9 221 Russian,Multiple of 20 stitches,plus 2 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=221,15,W,"k2, p8, k2, p8",p2
221,9 221 Russian,Multiple of 20 stitches,plus 2 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=221,16,R,"p2, (k2-tog, yo) 4 times, p2, 8FC",p2
221,9 221 Russian,Multiple of 20 stitches,plus 2 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=221,17,W,"k2, p8, k2, p8",k2
221,9 221 Russian,Multiple of 20 stitches,plus 2 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=221,18,R,"p2, (yo, k2-tog) 4 times, p2, k8",p2
221,9 221 Russian,Multiple of 20 stitches,plus 2 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=221,19,W,"k2, p8, k2, p8",k2
221,9 221 Russian,Multiple of 20 stitches,plus 2 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=221,20,R,"p2, (k2-tog, yo) 4 times, p2, k8",p2
221,9 221 Russian,Multiple of 20 stitches,plus 2 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=221,21,W,"k2, p8, k2, p8",k2
221,9 221 Russian,Multiple of 20 stitches,plus 2 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=221,22,R,"p2, (yo, k2-tog) 4 times, p2, k8",p2
221,9 221 Russian,Multiple of 20 stitches,plus 2 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=221,23,W,"k2, p8, k2, p8",k2
221,9 221 Russian,Multiple of 20 stitches,plus 2 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=221,24,R,"p2, (yo, k2-tog) 4 times, p2, k8",p2
221,9 221 Russian,Multiple of 20 stitches,plus 2 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=221,25,W,"k2, p8, k2, p8",k2
221,9 221 Russian,Multiple of 20 stitches,plus 2 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=221,26,R,"p2, (k2-tog, yo) 4 times, p2, 8FC",p2
221,9 221 Russian,Multiple of 20 stitches,plus 2 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=221,27,W,"k2, p8, k2, p8",k2
221,9 221 Russian,Multiple of 20 stitches,plus 2 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=221,28,R,"p2, k8, p2, k8",p2
