StitchID,StitchName,MultipleOf,StitchesPlus,SourceURL,Row #,Side,Begin Row,Repeat,Repeat From *
1082,Easy Squares,Multiple of 12 stitches,plus 10 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1082,1,R,k10*,"p1, k1, k10",*
1082,Easy Squares,Multiple of 12 stitches,plus 10 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1082,2,W,p10*,"k1, p1, p10",*
1082,Easy Squares,Multiple of 12 stitches,plus 10 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1082,3,R,k10*,"p1, k1, k10",*
1082,Easy Squares,Multiple of 12 stitches,plus 10 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1082,4,W,p10*,"k1, p1, p10",*
1082,Easy Squares,Multiple of 12 stitches,plus 10 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1082,5,R,k10*,"p1, k1, k10",*
1082,Easy Squares,Multiple of 12 stitches,plus 10 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1082,6,W,p10*,"k1, p1, p10",*
1082,Easy Squares,Multiple of 12 stitches,plus 10 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1082,7,R,k10*,"p1, k1, k10",*
1082,Easy Squares,Multiple of 12 stitches,plus 10 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1082,8,W,p10*,"k1, p1, p10",*
1082,Easy Squares,Multiple of 12 stitches,plus 10 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1082,9,R,k10*,"p1, k1, k10",*
1082,Easy Squares,Multiple of 12 stitches,plus 10 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1082,10,W,p10*,"k1, p1, p10",*
1082,Easy Squares,Multiple of 12 stitches,plus 10 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1082,11,R,k10*,"p1, k1, k10",*
1082,Easy Squares,Multiple of 12 stitches,plus 10 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1082,12,W,p10*,"k1, p1, p10",*
1082,Easy Squares,Multiple of 12 stitches,plus 10 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1082,13,R,*,"p1, k1",*
1082,Easy Squares,Multiple of 12 stitches,plus 10 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1082,14,W,*,"k1, p1",*
