StitchID,StitchName,MultipleOf,StitchesPlus,SourceURL,Row #,Side,Color,Begin Row,Repeat,Repeat From *,End Row
1556,Counterpoint Quilting,Multiple of 6 stitches,plus 5 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1556,1,W,A,p4*,"sl 3 wyib, p3",*,p1
1556,Counterpoint Quilting,Multiple of 6 stitches,plus 5 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1556,2,R,B,*,knit,*,
1556,Counterpoint Quilting,Multiple of 6 stitches,plus 5 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1556,3,W,B,p4*,"sl 3 wyib, p3",*,p1
1556,Counterpoint Quilting,Multiple of 6 stitches,plus 5 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1556,4,R,C,*,knit,*,
1556,Counterpoint Quilting,Multiple of 6 stitches,plus 5 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1556,5,W,C,p4*,"sl 3 wyib, p3",*,p1
1556,Counterpoint Quilting,Multiple of 6 stitches,plus 5 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1556,6,R,A,k5*,"insert needle from front under the 3 loose strands and upward to knit the next stitch, catching all 3 strands behind stitch as it is knitted; k5",*,
1556,Counterpoint Quilting,Multiple of 6 stitches,plus 5 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1556,7,W,A,p1*,"sl 3 wyib, p3",*,p1
1556,Counterpoint Quilting,Multiple of 6 stitches,plus 5 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1556,8,R,B,*,knit,*,
1556,Counterpoint Quilting,Multiple of 6 stitches,plus 5 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1556,9,W,B,p1*,"sl 3 wyib, p3",*,p1
1556,Counterpoint Quilting,Multiple of 6 stitches,plus 5 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1556,10,R,C,*,knit,*,
1556,Counterpoint Quilting,Multiple of 6 stitches,plus 5 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1556,11,W,C,p1*,"sl 3 wyib, p3",*,p1
1556,Counterpoint Quilting,Multiple of 6 stitches,plus 5 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1556,12,R,A,k2*,"insert needle from front under the 3 loose strands and upward to knit the next stitch, catching all 3 strands behind stitch as it is knitted; k5",*,k2
