StitchID,StitchName,MultipleOf,StitchesPlus,SourceURL,Row #,Side,Begin Row,Repeat,Repeat From *
1755,Tilting Ladder,Multiple of 13 stitches,plus 2 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1755,1,W,k2*,"p5, k1, p5, k2",*
1755,Tilting Ladder,Multiple of 13 stitches,plus 2 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1755,2,R,p2*,"k1, (yo, k2-tog) twice, p1, k5, p2",*
1755,Tilting Ladder,Multiple of 13 stitches,plus 2 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1755,3,W,k2*,"p4, k2, p5, k2",*
1755,Tilting Ladder,Multiple of 13 stitches,plus 2 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1755,4,R,p2*,"k1, (yo, k2-tog) twice, p2, k4, p2",*
1755,Tilting Ladder,Multiple of 13 stitches,plus 2 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1755,5,W,k2 *,"p4, k2, p5, k2",*
1755,Tilting Ladder,Multiple of 13 stitches,plus 2 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1755,6,R,p2*,"k1, (yo, K2-tog) twice, p2, slip next 2 stitches to dpn and hold in back, k2, then k2 from dpn; p2",*
1755,Tilting Ladder,Multiple of 13 stitches,plus 2 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1755,7,W,k2 *,"p4, k2, p5, k2",*
1755,Tilting Ladder,Multiple of 13 stitches,plus 2 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1755,8,R,p2 *,"k1, (yo, k2-tog) twice, p2, k4, p2",*
1755,Tilting Ladder,Multiple of 13 stitches,plus 2 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1755,9,W,k2 *,"p4, k2, p5, k2",*
1755,Tilting Ladder,Multiple of 13 stitches,plus 2 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1755,10,R,p2 *,"k1, (yo, K2-tog) twice, p2, slip next 2 stitches to dpn and hold in back, k2, then k2 from dpn; p2",*
1755,Tilting Ladder,Multiple of 13 stitches,plus 2 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1755,11,W,k2 *,"p4, k2, p5, k2",*
1755,Tilting Ladder,Multiple of 13 stitches,plus 2 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1755,12,R,p2 *,"k1, (yo, k2-tog) twice, p2, k4, p2",*
1755,Tilting Ladder,Multiple of 13 stitches,plus 2 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1755,13,W,k2 *,"p5, k1, p5, k2",*
1755,Tilting Ladder,Multiple of 13 stitches,plus 2 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1755,14,R,p2*,"k5, p1, (ssk, yo) twice, k1, p2",*
1755,Tilting Ladder,Multiple of 13 stitches,plus 2 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1755,15,W,k2*,"p5, k2, p4, k2",*
1755,Tilting Ladder,Multiple of 13 stitches,plus 2 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1755,16,R,p2*,"k4, p2, (ssk, yo) twice, k1, p2",*
1755,Tilting Ladder,Multiple of 13 stitches,plus 2 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1755,17,W,k2 *,"p5, k2, p4, k2",*
1755,Tilting Ladder,Multiple of 13 stitches,plus 2 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1755,18,R,p2*,"slip next 2 stitches to dpn and hold in front, k2, then k2 from dpn; p2, (ssk, yo) twice, k1 p2",*
1755,Tilting Ladder,Multiple of 13 stitches,plus 2 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1755,19,W,k2 *,"p5, k2, p4, k2",*
1755,Tilting Ladder,Multiple of 13 stitches,plus 2 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1755,20,R,p2 *,"k4, p2, (ssk, yo) twice, k1, p2",*
1755,Tilting Ladder,Multiple of 13 stitches,plus 2 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1755,21,W,k2 *,"p5, k2, p4, k2",*
1755,Tilting Ladder,Multiple of 13 stitches,plus 2 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1755,22,R,p2 *,"slip next 2 stitches to dpn and hold in front, k2, then k2 from dpn; p2, (ssk, yo) twice, k1 p2",*
1755,Tilting Ladder,Multiple of 13 stitches,plus 2 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1755,23,W,k2 *,"p5, k2, p4, k2",*
1755,Tilting Ladder,Multiple of 13 stitches,plus 2 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1755,24,R,p2*,"k4, p2, (ssk, yo) twice, k1, p2",*
