StitchID,StitchName,MultipleOf,StitchesPlus,SourceURL,Row #,Side,Repeat,End Row
274,Snakey Cable,Multiple of 7 stitches,plus 3 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=274,1,R,"p3, k4",p3
274,Snakey Cable,Multiple of 7 stitches,plus 3 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=274,2,W,"k3, p4",k3
274,Snakey Cable,Multiple of 7 stitches,plus 3 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=274,3,R,"p3, k4",p3
274,Snakey Cable,Multiple of 7 stitches,plus 3 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=274,4,W,"k3, p4",k3
274,Snakey Cable,Multiple of 7 stitches,plus 3 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=274,5,R,p3; slip the next 2 stitches to a cable needle and hold in back.  Knit 2 stitches.  Then knit the 2 stitches from the cable needle,p3
274,Snakey Cable,Multiple of 7 stitches,plus 3 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=274,6,W,"k3, p4",k3
274,Snakey Cable,Multiple of 7 stitches,plus 3 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=274,7,R,"p3, k4",p3
274,Snakey Cable,Multiple of 7 stitches,plus 3 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=274,8,W,"k3, p4",k3
274,Snakey Cable,Multiple of 7 stitches,plus 3 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=274,9,R,"p3, k4",p3
274,Snakey Cable,Multiple of 7 stitches,plus 3 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=274,10,W,"k3, p4",k3
274,Snakey Cable,Multiple of 7 stitches,plus 3 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=274,11,R,"p3, slip the next 2 stitches to a cable needle and hold in front.  Knit 2 stitches.  Then knit the 2 stitches from the cable needle",
274,Snakey Cable,Multiple of 7 stitches,plus 3 additional stitches,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=274,12,W,"k3, p4",k3
